date,time,open,close,high,low,volume,turnover,color,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI
2023-01-02,04:40:00,16623.050000000003,16622.050000000003,16627.2,16614.9,11.01139463,183045.367064794,red,11.01139463,,,,,,,,,,,,,,,,
2023-01-02,05:20:00,16622.550000000003,16636.4,16658.8,16619.3,94.5595104,1573556.498429469,green,52.785452515,,,,16621.383333333335,16627.86666666667,16615.56666666667,16633.683333333334,16609.083333333336,16640.166666666668,16603.26666666667,,,,,,
2023-01-02,06:00:00,16629.475000000002,16645.200000000004,16658.9,16629.475000000002,65.22906105,1086257.104208287,red,56.933322026666666,,,,16638.166666666668,16657.033333333336,16617.533333333336,16677.666666666668,16598.666666666668,16696.533333333336,16578.033333333336,,,,,,
2023-01-02,06:40:00,16637.3375,16690.074999999997,16763.5,16636.8,441.76407254,7380952.55005923,green,153.141009655,,,,16644.525,16659.575,16630.15,16673.95,16615.100000000002,16689.0,16600.725000000002,,,,,,
2023-01-02,07:20:00,16663.70625,16728.1,16757.9,16663.70625,133.81332928,2239046.758626437,red,149.27547357999998,,,,16696.791666666668,16756.783333333336,16630.083333333336,16823.49166666667,16570.091666666667,16883.483333333337,16503.383333333335,16586.067863398468,16664.365,16742.662136601535,0.9396954111546831,0.9070072212497015,
2023-01-02,08:00:00,16695.903124999997,16734.425,16766.3,16695.903124999997,210.73617962,3526803.931377193,green,159.51892458666666,,,,16716.56875,16769.431249999998,16675.237499999996,16810.7625,16622.374999999996,16863.625,16581.043749999993,16605.573681023445,16686.84,16768.106318976555,0.9740168776899082,0.7927719662910228,
2023-01-02,08:40:00,16715.1640625,16737.85,16751.8,16715.1640625,74.34166754,1244019.871900752,red,147.35074500857144,,,,16732.209375000002,16768.515625000007,16698.118750000005,16802.606250000004,16661.8125,16838.91250000001,16627.721875000003,16636.3928852723,16707.129999999997,16777.867114727695,0.8467895410845214,0.7171420202694012,
2023-01-02,09:20:00,16726.50703125,16723.4,16735.7,16713.9,61.78782585,1033250.221566182,red,136.65538011375,,,,16734.938020833335,16754.71197916667,16718.07604166667,16771.573958333334,16698.302083333336,16791.34791666667,16681.44010416667,16688.582116181315,16722.769999999997,16756.95788381868,0.40887823989305805,0.5092137905251156,
2023-01-02,10:00:00,16724.953515625,16725.425,16755.0,16708.7,155.37317902,2599911.370034543,green,138.73513554777776,,,,16724.333333333336,16734.76666666667,16712.96666666667,16746.133333333335,16702.533333333336,16756.56666666667,16691.16666666667,16718.91568766469,16729.84,16740.764312335312,0.13059673416257056,0.2979277841713731,
2023-01-02,10:40:00,16725.189257812497,16723.2,16728.4,16720.3,41.92898624,701266.489654969,red,129.054520617,,,,16729.708333333332,16750.716666666664,16704.416666666664,16776.00833333333,16683.408333333333,16797.016666666663,16658.116666666665,16716.680155994454,16728.86,16741.039844005547,0.14561475205777713,0.2676489125220954,
2023-01-02,11:20:00,16724.194628906247,16724.449999999997,16737.1,16706.0,85.84390066,1435586.184165547,green,125.1262824390909,,,,16723.966666666664,16727.633333333328,16719.533333333326,16732.066666666666,16715.86666666666,16735.73333333333,16711.433333333323,16715.764927928187,16726.864999999998,16737.96507207181,0.13272148811879758,0.39121692253990803,
2023-01-02,12:00:00,16724.322314453122,16734.525,16740.4,16724.322314453122,52.16585651,873032.6674721821,red,119.046246945,,,,16722.516666666666,16739.033333333333,16707.933333333334,16753.616666666665,16691.416666666668,16770.13333333333,16676.833333333336,16717.72373903189,16726.2,16734.67626096811,0.10135309835000506,0.9910773766476962,
2023-01-02,12:40:00,16729.42365722656,16723.025,16731.7,16713.2,43.53965294,728038.614162764,red,113.23804740615384,,,,16733.082438151043,16741.842561848964,16725.764876302084,16749.160123697922,16717.004752604164,16757.920247395843,16709.687190755205,16717.544965035067,16726.125,16734.705034964933,0.10259441400722003,0.3193480555342405,
2023-01-02,13:20:00,16726.22432861328,16704.25,16726.22432861328,16688.2,114.92482395,1919016.001447177,red,113.358531445,,,,16722.641666666666,16732.083333333332,16713.583333333332,16741.141666666666,16704.141666666666,16750.583333333332,16695.083333333332,16702.286515615855,16721.89,16741.493484384144,0.23446493648916952,0.050079984396372755,
2023-01-02,14:00:00,16715.23716430664,16689.050000000003,16715.23716430664,16669.6,146.85989632,2451618.2120365947,red,115.59195577,,,,16706.224776204428,16724.249552408855,16686.225223795576,16744.249104817707,16668.20044759115,16762.273881022134,16648.200895182297,16682.51617416469,16715.06,16747.60382583531,0.38939526194114393,0.1003850295348828,54.26267557751869
2023-01-02,14:40:00,16702.143582153323,16699.825,16721.7,16682.5,129.89359405,2169637.697158704,green,116.4858081625,,,,16691.295721435545,16712.99144287109,16667.35427856445,16736.932885742186,16645.658557128903,16758.628607177732,16621.717114257808,16677.313900079393,16710.135000000002,16742.95609992061,0.3928286626123536,0.342936403335963,58.44825778185732
2023-01-02,15:20:00,16700.98429107666,16726.0,16748.8,16700.98429107666,141.87253137,2373714.597071051,green,117.97914482176468,,,,16701.341666666664,16720.183333333327,16680.983333333326,16740.541666666664,16662.141666666663,16759.383333333328,16641.783333333326,16680.304257343163,16708.43,16736.555742656838,0.3366652959833718,0.8123473078448387,66.47453306138004
2023-01-02,16:00:00,16713.49214553833,16731.15,16736.2,16713.49214553833,61.48742691,1028654.0486502148,green,114.84071604888888,,,,16725.26143035889,16749.538569641118,16701.72286071778,16773.077139282228,16677.44572143555,16797.354278564457,16653.90715179444,16678.069965999726,16710.055,16742.040034000274,0.3828238027974657,0.8297636013114826,67.79274064380132
2023-01-02,16:40:00,16722.321072769166,16722.2,16734.3,16709.0,66.21583815,1106866.040545225,red,112.28151194894735,,,,16726.94738184611,16740.402618153887,16717.694763692216,16749.65523630778,16704.239527384438,16763.110472615557,16694.986909230545,16681.048490984478,16713.645,16746.241509015523,0.39005864986987954,0.6312257088010014,63.145931514383676
2023-01-02,17:20:00,16722.260536384583,16712.85,16722.260536384583,16709.2,40.97008082,684739.876346536,green,108.7159403925,,,,16721.833333333332,16734.666666666664,16709.366666666665,16747.13333333333,16696.533333333333,16759.966666666664,16684.066666666666,16696.30349778863,16718.405000000002,16740.506502211374,0.2643972581280517,0.37432980919401493,58.62500165233565
2023-01-02,18:00:00,16717.555268192293,16710.525,16717.555268192293,16708.3,33.170500340000004,554291.867571626,red,105.11853848523808,,,,16714.77017879486,16720.34035758972,16707.27982120514,16727.830715179443,16701.70964241028,16733.400893974303,16694.219284820556,16704.935374764285,16720.545000000002,16736.15462523572,0.18671191920737654,0.17904418431924982,57.52215887777924
2023-01-02,18:40:00,16714.040134096147,16717.475,16729.4,16708.6,53.49164661,894486.344059828,green,102.77186158181816,,,,16712.126756064095,16715.95351212819,16706.698243935898,16721.38202425639,16702.871487871802,16725.208780320485,16697.442975743605,16704.151004118754,16718.840000000004,16733.528995881254,0.1757178833130751,0.4535366470574198,59.94767937506805
2023-01-02,19:20:00,16715.757567048073,16727.5,16735.4,16715.757567048073,53.72737889,898555.561766402,green,100.63949276913044,,,,16718.491666666665,16728.38333333333,16707.58333333333,16739.291666666668,16697.691666666662,16749.183333333334,16686.783333333326,16705.764855205416,16718.11,16730.455144794585,0.14768589026611842,0.8803114566999077,63.21089654335799
2023-01-02,20:00:00,16721.628783524036,16726.75,16735.4,16710.1,91.63729589,1532342.779063933,red,100.2644012325,,,,16726.219189016025,16736.680810983977,16717.038378032048,16745.861621967953,16706.576756064096,16756.323243935905,16697.39594508012,16705.040464957685,16719.02,16732.999535042316,0.1672291203948024,0.7764755757827829,62.79867532608958
2023-01-02,20:40:00,16724.18939176202,16726.925000000003,16731.6,16722.2,63.67925828,1065225.626294616,green,98.8009955144,,,,16724.083333333332,16738.066666666666,16712.766666666663,16749.383333333335,16698.78333333333,16763.36666666667,16687.46666666666,16708.29740050823,16721.835,16735.37259949177,0.16191523827104357,0.6879949249162689,62.85953745898658
2023-01-02,21:20:00,16725.55719588101,16750.199999999997,16792.0,16725.55719588101,161.97684959999998,2714262.486008931,green,101.23083605615383,11.911080395580939,,,16726.908333333336,16731.616666666672,16722.216666666674,16736.308333333334,16717.50833333334,16741.01666666667,16712.816666666677,16708.027520840522,16729.77,16751.51247915948,0.2599256195330663,0.9698176286647212,69.91039018939351
2023-01-02,22:00:00,16737.878597940504,16730.025,16759.7,16693.7,175.02480773,2928854.729300579,red,103.96394611814814,11.575330135292461,,,16755.91906529367,16786.28093470633,16719.83813058734,16822.36186941266,16689.47626117468,16852.72373882532,16653.39532646835,16714.20644473269,16732.28,16750.35355526731,0.21603218769122248,0.43761603717017455,59.386205733567195
2023-01-02,22:40:00,16733.95179897025,16707.800000000003,16733.95179897025,16687.4,137.05046206,2289456.878267777,red,105.14560740178572,9.407430869989184,,,16727.808333333334,16761.916666666668,16695.916666666668,16793.808333333334,16661.808333333334,16827.916666666668,16629.916666666668,16701.401243532782,16728.34,16755.278756467218,0.3220732776499987,0.1187648820205823,50.38745787993195
2023-01-02,23:20:00,16720.875899485127,16688.675,16720.875899485127,16660.0,103.92373368,1734644.412956428,red,105.1034738251724,6.076086079567176,,,16709.71726632342,16732.034532646838,16685.48273367659,16756.26906529367,16663.16546735317,16778.586331617087,16638.93093470634,16678.88756461016,16720.725,16762.56243538984,0.5004260926465786,0.11696982975463895,44.18309743169289
2023-01-03,00:00:00,16704.775449742563,16682.15,16704.775449742563,16652.2,164.40466238,2742121.755489495,green,107.08018011033332,2.876302143147768,,,16689.850299828377,16719.700599656753,16658.824700171626,16750.726199313503,16628.97440034325,16780.57649914188,16597.9488006865,16660.885076889143,16711.77,16762.65492311086,0.6089710797941561,0.20895111764766913,42.27070161749147
