date,time,open,close,high,low,volume,turnover,color,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI
2023-01-02,04:54:00,16626.9,16626.9,16627.2,16626.6,5.11372319,85024.894949183,green,5.11372319,,,,,,,,,,,,,,,,
2023-01-02,05:15:00,16626.9,16625.275,16631.7,16614.9,34.7327582,577508.8780260431,green,19.923240695,,,,16626.9,16627.200000000004,16626.600000000002,16627.500000000004,16626.3,16627.800000000007,16626.0,,,,,,
2023-01-02,05:36:00,16626.0875,16640.6,16658.8,16626.0875,64.03798806,1065991.1228370431,green,34.628156483333335,,,,16623.958333333336,16633.01666666667,16616.21666666667,16640.758333333335,16607.158333333336,16649.81666666667,16599.41666666667,,,,,,
2023-01-02,05:57:00,16633.34375,16652.875,16658.9,16633.34375,37.75961385,628862.749419516,green,35.411020825,,,,16641.829166666666,16657.57083333333,16624.858333333334,16674.541666666664,16609.11666666667,16690.28333333333,16592.145833333336,,,,,,
2023-01-02,06:18:00,16643.109375,16646.775,16658.0,16636.8,26.37597543,439222.288126933,red,33.604011746000005,,,,16648.372916666667,16663.402083333334,16637.845833333333,16673.92916666667,16622.816666666666,16688.958333333336,16612.28958333333,16616.778120906034,16638.485,16660.191879093967,0.26092374508816835,0.6909532909847248,
2023-01-02,06:39:00,16644.9421875,16639.0,16644.9421875,16636.8,20.52302005,341471.463825951,green,31.423846463333334,,,,16647.19166666667,16657.58333333334,16636.38333333334,16668.39166666667,16625.99166666667,16678.78333333334,16615.183333333338,16622.449502174146,16640.905,16659.36049782585,0.22180882380919723,0.4483893629428337,
2023-01-02,07:00:00,16641.97109375,16695.5,16763.5,16638.9,434.00143952,7252711.575082754,green,88.93493118571429,,,,16640.247395833332,16643.694791666665,16635.552604166664,16648.389583333334,16632.10520833333,16651.836979166666,16627.410416666662,16613.229369611665,16654.95,16696.670630388337,0.5009997674965803,0.9859706052204827,
2023-01-02,07:21:00,16668.735546875,16740.75,16757.9,16668.735546875,79.27066827,1326530.04463516,green,87.72689832125,,,,16699.3,16759.699999999997,16635.1,16823.899999999998,16574.7,16884.299999999996,16510.5,16598.42687204301,16674.98,16751.53312795699,0.9181795475255907,0.9295709512807299,
2023-01-02,07:42:00,16704.7427734375,16727.35,16749.3,16704.0,84.35561037000001,1410597.739286329,red,87.3523107711111,,,,16722.461848958334,16776.188151041668,16687.023697916666,16811.626302083336,16633.29739583333,16865.35260416667,16597.859244791664,16607.557772155527,16689.875,16772.192227844473,0.9864331260057089,0.7276254982177153,
2023-01-02,08:03:00,16716.04638671875,16727.875,16766.3,16705.0,121.86723382,2040110.180618783,green,90.803803076,,,,16726.883333333335,16749.76666666667,16704.46666666667,16772.183333333334,16681.583333333336,16795.06666666667,16659.16666666667,16632.658739201954,16706.095,16779.53126079805,0.8791553118553131,0.6482918640145273,
2023-01-02,08:24:00,16721.960693359375,16740.1,16751.8,16721.960693359375,57.9380221,970049.365314768,green,87.81600480545454,,,,16733.058333333334,16761.11666666667,16699.81666666667,16794.358333333334,16671.758333333335,16822.416666666668,16638.51666666667,16693.43382605505,16726.315,16759.196173944947,0.3931669820274028,0.7096184282087908,
2023-01-02,08:45:00,16731.030346679687,16736.275,16746.7,16720.1,43.6502243,730376.115835826,red,84.13552309666666,,,,16737.953564453124,16753.946435546874,16724.10712890625,16767.79287109375,16708.1142578125,16783.785742187498,16694.267822265625,16722.856843667727,16734.47,16746.083156332275,0.1387932373391476,0.577713583988532,
2023-01-02,09:06:00,16733.652673339842,16731.3,16742.8,16720.1,33.314352140000004,557377.911782439,red,80.22620225384615,,,,16734.358333333334,16748.61666666667,16722.016666666666,16760.958333333336,16707.75833333333,16775.21666666667,16695.416666666664,16722.727822575802,16732.579999999998,16742.432177424194,0.11776041022001714,0.4350397407148168,
2023-01-02,09:27:00,16732.47633666992,16723.35,16732.47633666992,16716.1,27.34512938,457332.785131373,red,76.44898276285714,,,,16731.399999999998,16742.699999999997,16719.999999999996,16754.1,16708.699999999997,16765.399999999998,16697.299999999996,16719.915034766258,16731.78,16743.64496523374,0.14182549894560895,0.14475243568233923,
2023-01-02,09:48:00,16727.91316833496,16721.3,16728.3,16708.7,49.76219369,831904.772820312,green,74.66986349133334,,,,16723.97544555664,16731.85089111328,16715.47455444336,16740.35178222656,16707.59910888672,16748.2272277832,16699.09821777344,16715.99000086363,16730.464999999997,16744.939999136364,0.17303761893489325,0.18341967023091046,70.69444366787815
2023-01-02,10:09:00,16724.60658416748,16734.35,16755.0,16724.2,107.130656,1793080.157925991,green,76.698663023125,,,,16719.433333333334,16730.166666666668,16710.56666666667,16739.033333333333,16699.833333333336,16749.766666666666,16690.96666666667,16717.39679543732,16729.315,16741.23320456268,0.142482875870056,0.7112314809466366,73.95555490961145
2023-01-02,10:30:00,16729.47829208374,16729.100000000002,16736.7,16721.6,38.48462264,643773.57435364,red,74.45077829470587,,,,16737.85,16751.499999999996,16720.699999999997,16768.649999999998,16707.05,16782.299999999996,16689.899999999998,16718.128569335837,16727.879999999997,16737.631430664158,0.11658896003750124,0.5625549235810426,70.55405026413167
2023-01-02,10:51:00,16729.28914604187,16725.475000000002,16729.28914604187,16722.6,16.87465172,282270.667611928,red,71.25210459611111,,,,16729.133333333335,16736.66666666667,16721.56666666667,16744.233333333337,16714.033333333333,16751.766666666674,16706.466666666667,16717.499165800218,16726.715000000004,16735.93083419979,0.11019299605195165,0.43272448412589454,68.22085639714074
2023-01-02,11:12:00,16727.382073020934,16721.55,16727.382073020934,16717.9,17.51570811,292886.715729258,red,68.42387320210526,,,,16725.788048680624,16728.97609736125,16722.28695131938,16732.477194722494,16719.098902638754,16735.66524340312,16715.59780527751,16716.521567232245,16726.355,16736.188432767754,0.1175801035880783,0.25568043665501383,65.68788386165443
2023-01-02,11:33:00,16724.466036510465,16724.375,16737.1,16706.0,59.94527458,1002322.609041989,green,67.99994327099999,,,,16722.277357673647,16726.654715347293,16717.17264232636,16731.75943069458,16712.795284652715,16736.136788368225,16707.69056930543,16718.145182721557,16726.97,16735.794817278445,0.10551602924431912,0.3529714600244593,66.6477312122949
2023-01-02,11:54:00,16724.420518255232,16735.0,16737.2,16724.420518255232,32.46647652,543335.738234034,red,66.30787342571428,,,,16722.491666666665,16738.98333333333,16707.88333333333,16753.591666666664,16691.391666666666,16770.08333333333,16676.783333333333,16717.83592962041,16727.1,16736.364070379586,0.11076720267814258,0.9263784533312758,70.04211529512341
2023-01-02,12:15:00,16729.710259127616,16736.0,16740.4,16729.710259127616,24.3538657,407600.403441691,red,64.40087307454546,,,,16732.206839418413,16739.993160581595,16727.213678836826,16744.986321163182,16719.427357673645,16752.772642326363,16714.434197092058,16716.716777652447,16728.48,16740.24322234755,0.14063707339282558,0.8196403067891235,70.34799133799544
2023-01-02,12:36:00,16732.85512956381,16728.925,16734.4,16723.4,35.01213408,585718.2600946251,red,63.12310181391304,,,,16735.37008637587,16741.029913624126,16730.34017275174,16746.059827248257,16724.680345503486,16751.71965449651,16719.650431879356,16717.79443847549,16729.17,16740.54556152451,0.1359967233820922,0.4892313008254098,65.27035687591399
2023-01-02,12:57:00,16730.890064781903,16718.65,16730.890064781903,16713.2,18.65829299,311880.798292924,red,61.27040144625,,,,16728.908333333336,16734.41666666667,16723.41666666667,16739.908333333336,16717.908333333336,16745.41666666667,16712.41666666667,16715.546127875597,16728.590000000004,16741.63387212441,0.15594705978694356,0.11897817207960679,58.64950115877739
2023-01-02,13:18:00,16724.770032390952,16703.0,16724.770032390952,16688.2,90.59963116,1512892.417065565,red,62.4435706348,,,,16720.913354927303,16728.626709854605,16710.936645072703,16738.603419709205,16703.2232901454,16746.316774636507,16693.2465802908,16699.683605398845,16724.315000000002,16748.94639460116,0.29455788893186724,0.06732047971412045,50.283121618883676
2023-01-02,13:39:00,16713.885016195476,16696.375,16713.885016195476,16690.9,25.93017436,432950.400685468,green,61.03920923961539,10.200575079616101,,,16705.323344130316,16722.446688260632,16685.87665586968,16741.893376521268,16668.753311739365,16759.016720651583,16649.30662347873,16686.57029647052,16716.590000000004,16746.609703529488,0.35916061265466337,0.16330446967689985,47.21276448138367
2023-01-02,14:00:00,16705.130008097738,16699.575,16706.7,16689.6,73.33188196,1224680.112504887,green,61.49449341444444,8.204551913739124,,,16700.38667206516,16709.87334413032,16686.888327934845,16723.371688260635,16677.401655869686,16732.858360325794,16663.90331173937,16684.423131099167,16709.305,16734.186868900833,0.2978205125926311,0.30447610188007634,48.837806512415476
2023-01-02,14:21:00,16702.352504048868,16694.375,16704.6,16669.6,89.73009494,1497326.430105207,red,62.50290775464286,6.132402118095342,,,16698.625,16707.65,16690.55,16715.725000000002,16681.524999999998,16724.750000000004,16673.449999999997,16685.11832786679,16702.395,16719.671672133212,0.20687658426485342,0.2678951149225325,46.34124961029781
2023-01-02,14:42:00,16698.363752024434,16698.35,16699.5,16695.7,40.70332483,679660.365625314,green,61.75119799862069,4.756132026144769,,,16689.524999999998,16709.449999999997,16674.449999999997,16724.524999999998,16654.524999999998,16744.449999999997,16639.449999999997,16692.481915343287,16698.335,16704.18808465671,0.07010381162806797,0.5012813756232124,48.50816599003958
2023-01-02,15:03:00,16698.356876012214,16706.975,16721.7,16693.8,85.45355502999999,1427895.41633991,green,62.54127656633333,4.31169099084218,,,16697.85,16699.999999999996,16696.199999999997,16701.649999999998,16694.05,16703.799999999996,16692.399999999998,16690.525326851148,16699.129999999997,16707.734673148847,0.10305534658212187,0.9558569433314299,52.94818316165523
2023-01-02,15:24:00,16702.665938006106,16728.9,16748.8,16702.665938006106,57.84500176,967918.582206351,green,62.389783830645165,5.663348971836967,,,16707.491666666665,16721.18333333333,16693.28333333333,16735.391666666666,16679.591666666664,16749.083333333332,16665.383333333328,16680.983213046547,16705.635,16730.28678695345,0.29513139672273386,0.9718724862407236,61.93385189508532
